,subject,sentence_type,question,speaker,intonation,illocution,annoyance,authority,polite,stance,illoc_2,perloc_2,gender,age,race,region,bias,exp_date,speaker_gen
1891,R_Z8pNDzpWTv29ZaV,Wh_Q,Bag,Ed,Fall,info_s,0,55,35,49,,,M,20s,Caucasian_A,"Morristown, TN",info_s,11/28/15,M
1892,R_796Q4p40F1AsGlj,Wh_Q,Bag,Ed,Fall,info_s,15,75,50,50,,,F,20s,Caucasian_A,"Denver, CO",info_s,11/28/15,M
1893,R_3GjhA8B2W4AUWOK,Wh_Q,Bag,Ed,Level,info_s,94,82,13,14,,"fatherly, commanding",M,20s,Caucasian_A,"San Diego, CA",info_s,11/28/15,M
1894,R_pzRn6knIbyByf5v,Wh_Q,Bag,Ed,Rise,info_s,30,49,71,49,,,M,20s,Asian_A,Los Angeles,info_s,11/28/15,M
1895,R_3Of91vp2ynUyrNT,Wh_Q,Bag,Ed,Rise,info_s,4,13,77,54,,,M,30s,Hispanic_A,"Phoenix, AZ",info_s,11/28/15,M
1896,R_XkcDq5J0gNUvKG5,Wh_Q,Bag,Ed,Fall,info_s,29,51,37,49,,,M,30s,Unspecified,indianapolis,info_s,11/28/15,M
1897,R_3kBLHuYUDtBjoLN,Wh_Q,Bag,Ed,Level,request,65,57,30,43,,,M,20s,Caucasian_A,philadelphia,info_s,11/28/15,M
1898,R_2RWY8QIEG44zUzw,Wh_Q,Bag,Ed,Fall,info_s,58,64,47,50,,,F,30s,Caucasian_A,"Attleboro, MA",info_s,11/28/15,M
1899,R_1CJc409JsRiTUIJ,Wh_Q,Bag,Ed,Rise,info_s,80,82,70,65,Speaker seems really upset about the absent bag.,,M,30s,Caucasian_A,Arlington,info_s,11/28/15,M
1900,R_3pa0giv6Xy4vsU3,Wh_Q,Bag,Ed,Rise,info_s,15,35,40,48,,,M,40s,Caucasian_A,"Hendersonville, NC (where I currently live.  I've lived in several places in NC and SC, the longest time in Charlotte)",info_s,11/28/15,M
1901,R_3NJ3F2w2LpAr4GA,Wh_Q,Bag,Ed,Fall,info_s,20,40,40,40,,,M,30s,Caucasian_A,"Sacramento, CA",info_s,11/28/15,M
1902,R_1DORgj3wtQfHJTz,Wh_Q,Bag,Ed,Rise,info_s,9,39,61,49,,,M,30s,Caucasian_A,"detroit, mi",info_s,11/28/15,M
1903,R_1Nn0LjAVyLwRVM1,Wh_Q,Bag,Ed,Fall,info_s,26,0,50,50,,,M,20s,Caucasian_A,"richmond, va",info_s,11/28/15,M
1904,R_1gkzQIZyiqpVXtQ,Wh_Q,Bag,Ed,Rise,info_s,30,50,55,50,,,M,20s,Caucasian_A,"Eugene, OR",info_s,11/28/15,M
1905,R_wRcV2PTuKXeE1zj,Wh_Q,Bag,Ed,Level,info_s,99,90,10,5,,,F,30s,Multiracial_A,"South Bend,IN",info_s,11/28/15,M
1906,R_31GFHurqjReCsB9,Wh_Q,Bag,Ed,Fall,accusation,69,64,36,30,,,M,20s,Hispanic_A,"phoenix, az",info_s,11/28/15,M
1907,R_3JhfBelkWlerb49,Wh_Q,Bag,Ed,Fall,info_s,71,59,41,63,,,M,30s,Hispanic_A,Freeport Tx,info_s,11/28/15,M
1908,R_1rpFQTVizip0LZ8,Wh_Q,Bag,Ed,Fall,info_s,60,80,55,70,,,M,20s,Caucasian_A,"Strunk, KY",info_s,11/28/15,M
1909,R_1i2RFNVelM7YtVJ,Wh_Q,Bag,Ed,Rise,info_s,85,60,5,10,,,F,40s,Caucasian_A,"Lansing, Michigan",info_s,11/28/15,M
1910,R_w7WXdonqNzZZLjP,Wh_Q,Bag,Ed,Fall,info_s,0,50,80,80,,Speaker sounds genuine.,M,30s,Caucasian_A,"Omaha, NE",info_s,11/28/15,M
1911,R_2t9UHhQ1Ju6jwT8,Wh_Q,Bag,Ed,Rise,info_s,47,74,33,43,,,F,30s,Caucasian_A,Indianapolis,info_s,11/28/15,M
1912,R_sTitRWy0KINkC1b,Wh_Q,Bag,Ed,Level,info_s,69,63,46,45,,,M,50s_60s,Caucasian_A,Dallas,info_s,11/28/15,M
1913,R_Zmynja58SxfPygN,Wh_Q,Bag,Ed,Fall,info_s,0,60,50,48,,,M,40s,Caucasian_A,Cleveland,info_s,11/28/15,M
1914,R_10ObisLwBnxuulo,Wh_Q,Bag,Ed,Rise,info_s,10,48,57,56,no,no,F,40s,Caucasian_A,Albuquerque,info_s,11/28/15,M
1915,R_6WFXCtA4UvbmIiB,Wh_Q,Bag,Ed,Level,info_s,10,46,46,50,,,M,20s,Caucasian_A,"Hartford, Connecticut",info_s,11/28/15,M
1916,R_3FVd9n3S10Q5szK,Wh_Q,Bag,Ed,Fall,info_s,67,52,10,53,,,other,20s,Asian_A,"Chicago, Illinios",info_s,11/28/15,M
1917,R_Ra7wItFm6o1p2XT,Wh_Q,Bag,Ed,Level,info_s,79,70,31,17,,He sounds like a police officer :P,F,20s,Caucasian_A,"houston, TX USA",info_s,11/28/15,M
1918,R_2DLUaqQcTrbsbk2,Wh_Q,Bag,Ed,Rise,info_s,70,62,45,45,,,M,20s,Caucasian_A,"Charlotte, NC",info_s,11/28/15,M
1919,R_33pQbkk59TjNE6T,Wh_Q,Bag,Ed,Rise,info_s,58,61,53,30,accusatory,,M,40s,Caucasian_A,"Marion, Ohio, USA",info_s,11/28/15,M
1920,R_Z8JfAthBRwRPwyt,Wh_Q,Bag,Ed,Fall,info_s,30,35,30,45,,,M,20s,Caucasian_A,"benicia, ca, usa",info_s,11/28/15,M
1921,R_2qrtPKAMkVcKPS5,Wh_Q,Bag,Ed,Rise,info_s,12,7,66,67,,,M,30s,Caucasian_A,"Portland, Oregon",info_s,11/28/15,M
1922,R_3HprxQL2uoTY1qN,Wh_Q,Bag,Ed,Level,accusation,86,41,42,24,That someone lost the bag and he is annoyed.,No,M,20s,Caucasian_A,"NYC, NY",info_s,11/28/15,M
1923,R_3Hho2IsDOK7P9rC,Wh_Q,Bag,Ed,Fall,info_s,20,70,49,70,None.,None.,F,30s,Caucasian_A,Seattle,info_s,11/28/15,M
1924,R_3jTffosbMcDDW46,Wh_Q,Bag,Ed,Rise,info_s,5,100,50,50,,,M,30s,Asian_A,"Storrs, Connecticut",info_s,11/28/15,M
1925,R_1rd0TDcu8YImRwa,Wh_Q,Bag,Ed,Rise,info_s,59,77,52,57,sounds like a father talking to his child,"he sounds a little annoyed but in a parental, not unfriendly, way",F,20s,Caucasian_A,"oxford, ohio, usa",info_s,11/28/15,M
1926,R_9QXViS9lVlhIhhv,Wh_Q,Bag,Ed,Level,info_s,50,50,50,50,,,F,20s,African_A,charlotte,info_s,11/28/15,M
1927,R_9ZGjeOrgwnT9LCp,Wh_Q,Bag,Ed,Rise,info_s,78,55,30,29,,,M,20s,Caucasian_A,Ann Arbor,info_s,11/28/15,M
1928,R_xt4MgxSVcT1O3xD,Wh_Q,Bag,Ed,Fall,info_s,3,5,75,50,,They sound intrigued,F,30s,Caucasian_A,"lansing, michigan",info_s,11/28/15,M
1929,R_33EKwwe5mkG6cIb,Wh_Q,Bag,Ed,Rise,info_s,58,63,94,67,,,M,20s,Caucasian_A,"Omaha, Nebraska",info_s,11/28/15,M
1930,R_1hPTAo08ioiFTzK,Wh_Q,Bag,Ed,Level,info_s,40,62,100,96,,,F,50s_60s,Hispanic_A,Portland,info_s,11/28/15,M
1931,R_2YWxiiz8qJl6JRo,Wh_Q,Bag,Ed,Rise,info_s,3,3,64,67,,,M,20s,African_A,"New Orleans, LA",info_s,11/28/15,M
1932,R_9GKrATM4CJuE6YN,Wh_Q,Bag,Ed,Fall,info_s,0,50,50,50,,,F,40s,Caucasian_A,Upstate NY,info_s,11/28/15,M
1933,R_tFmgOSXScJhMuEV,Wh_Q,Bag,Ed,Level,info_s,35,80,80,40,,,F,40s,Caucasian_A,Gallaway,info_s,11/28/15,M
1934,R_2urFYeuDBh9ZL9K,Wh_Q,Bag,Ed,Fall,info_s,39,54,51,52,,,F,20s,Caucasian_A,galloway,info_s,11/28/15,M
1935,R_BMwUM16Y7XIrFGV,Wh_Q,Bag,Ed,Level,info_s,0,70,50,50,,,M,40s,Caucasian_A,Emmett,info_s,11/28/15,M
1936,R_3DHpPcqvEhTXwfT,Wh_Q,Bag,Ed,Rise,info_s,55,60,50,45,,,M,20s,Caucasian_A,"Hollywood, Florida",info_s,11/28/15,M
1937,R_1C9MVcmo92sTosU,Wh_Q,Bag,Ed,Fall,info_s,28,0,42,34,,,F,20s,Caucasian_A,"Ann arbor, MI",info_s,11/28/15,M
1938,R_2Y5v8IpLVLoJR7s,Wh_Q,Bag,Ed,Fall,info_s,40,65,55,55,,,M,20s,Caucasian_A,"Fort Collins, CO",info_s,11/28/15,M
1939,R_3HtNjXmN0GTubAD,Wh_Q,Bag,Ed,Level,info_s,62,90,29,33,,,F,30s,Caucasian_A,"Oak Island, NC",info_s,11/28/15,M
1940,R_1LoDKHDYbTIIX7D,Wh_Q,Bag,Ed,Rise,info_s,57,73,52,31,,,M,20s,Caucasian_A,USA Minnesota ,info_s,11/28/15,M
1941,R_3EYUQ9KOfrUhBp3,Wh_Q,Bag,Ed,Fall,info_s,85,63,36,57,,,M,30s,Hispanic_A,"Toledo,Ohio ",info_s,11/28/15,M
1942,R_phh3b16VLOONimt,Wh_Q,Bag,Ed,Level,info_s,100,100,0,0,,,M,20s,Asian_A,"Springfield, VA",info_s,11/28/15,M
1943,R_1lua9PPlg9M9tNM,Wh_Q,Bag,Ed,Rise,info_s,19,74,80,61,,,F,20s,Caucasian_A,"Burley, Idaho",info_s,11/28/15,M
1944,R_3KIn3m4jM9bN9jX,Wh_Q,Bag,Ed,Rise,info_s,0,0,33,46,,,other,20s,Hispanic_A,"long beach, california",info_s,11/28/15,M
1945,R_b3ICY4cJ2rLdJmx,Wh_Q,Bag,Ed,Level,info_s,61,70,39,29,,,M,20s,Caucasian_A,"cleveland, MS",info_s,11/28/15,M
1946,R_12tpnOY58Qfv3Cf,Wh_Q,Bag,Ed,Level,info_s,84,81,17,19,,,M,20s,Caucasian_A,"fort worth, tx",info_s,11/28/15,M
1947,R_vH4HuTYBleyikqB,Wh_Q,Bag,Ed,Fall,accusation,65,60,31,41,,,M,20s,Caucasian_A,"Cleveland, MS",info_s,11/28/15,M
1948,R_XTaySnMTBjwhdy9,Wh_Q,Bag,Ed,Fall,info_s,77,58,27,36,,,M,20s,Asian_A,Los Angeles,info_s,11/28/15,M
1949,R_NVnr4OYPnFmB1wR,Wh_Q,Bag,Ed,Fall,info_s,10,70,56,40,,,F,30s,Asian_A,"Clemmons, NC, USA",info_s,11/28/15,M
1950,R_2tun1wCDkkDBoux,Wh_Q,Bag,Ed,Level,accusation,80,91,36,36,,It sounds like a father asking an accusatory question of his child,M,50s_60s,Caucasian_A,Asheville NC,info_s,11/28/15,M
1951,R_1Dr5kJfbRlOqUEd,Wh_Q,Bag,Ed,Rise,info_s,62,79,26,40,This person seems a bit annoyed about the question he is asking.,This person seems unfriendly and pessimistic.,F,30s,Caucasian_A,"Stafford, VA",info_s,11/28/15,M
1952,R_2rBdj7x8nOEaWUn,Wh_Q,Bag,Ed,Level,info_s,83,72,40,23,,,M,20s,Caucasian_A,"eugene, oregon",info_s,11/28/15,M
1953,R_DNNqwsYU9QezkyZ,Wh_Q,Bag,Ed,Level,info_s,67,52,47,41,,,M,20s,African_A,"Orlando, Florida",info_s,11/28/15,M
1954,R_1NwFwtuDOFQm24h,Wh_Q,Bag,Ed,Level,info_s,62,68,66,65,no,slightly unfriendly but not mean,F,40s,Caucasian_A,Lapeer,info_s,11/28/15,M
1955,R_1GywRKaBHq6YSwe,Wh_Q,Bag,Ed,Fall,info_s,17,77,90,67,,,F,20s,Unspecified,San Jose,info_s,11/28/15,M
1956,R_3fJmGXhPB2Eyw0G,Wh_Q,Bag,Ed,Level,info_s,60,55,30,40,,,M,20s,Unspecified,Los Angeles,info_s,11/28/15,M
1957,R_2eOTf1TNOdl1JCX,Wh_Q,Bag,Ed,Fall,accusation,65,36,35,41,,,M,20s,Unspecified,"Fremont, CA",info_s,11/28/15,M
1958,R_AFmLm4Vey5AqC5P,Wh_Q,Bag,Ed,Fall,info_s,20,56,41,33,,,F,20s,Unspecified,Atlanta,info_s,11/28/15,M
1959,R_2gFDzYkr7qgVf3T,Wh_Q,Bag,Ed,Rise,info_s,8,66,68,52,,,F,20s,Unspecified,"Fremont, CA",info_s,11/28/15,M
1960,R_z8PUSlirxZqBwGd,Wh_Q,Bag,Ed,Level,info_s,42,76,40,45,,,M,20s,Unspecified,Detroit,info_s,11/28/15,M
1961,R_OHZIj7WWPvVWIkF,Wh_Q,Bag,Ed,Fall,info_s,72,73,38,42,,,M,20s,Unspecified,San Francisco,info_s,11/28/15,M
1962,R_3ikuJ2tQOUuI6eu,Wh_Q,Bag,Ed,Level,info_s,80,54,31,25,It sounds like the person being spoken to has lost the bag many times. The speaker sounds like this is a repetitive ordeal.,,M,20s,Unspecified,"West Bloomfield, Michigan",info_s,11/28/15,M
1963,R_cBkCH4XAhrWVUbf,Wh_Q,Armadillos,Aron,Fall,info_s,9,70,62,49,,,M,20s,Hispanic_A,los angeles ca,info_s,2/8/16,M
1964,R_cBkCH4XAhrWVUbf,Wh_Q,Manatees,Ed,Rise,info_s,9,50,73,51,,,M,20s,Hispanic_A,los angeles ca,info_s,2/8/16,M
1965,R_cBkCH4XAhrWVUbf,Wh_Q,Ants,Kate,Fall,info_s,23,51,72,52,,,M,20s,Hispanic_A,los angeles ca,info_s,2/8/16,F
1966,R_cBkCH4XAhrWVUbf,Wh_Q,Maria,Andrea,Level,info_s,21,61,49,50,,,M,20s,Hispanic_A,los angeles ca,info_s,2/8/16,F
1967,R_cBkCH4XAhrWVUbf,Wh_Q,Movies,Ed,Fall,info_s,12,71,49,49,,,M,20s,Hispanic_A,los angeles ca,invitation,2/8/16,M
1968,R_cBkCH4XAhrWVUbf,Wh_Q,Bite,Kate,Rise,invitation,9,49,79,73,,,M,20s,Hispanic_A,los angeles ca,invitation,2/8/16,F
1969,R_cBkCH4XAhrWVUbf,Wh_Q,Game,Andrea,Level,info_s,10,63,72,71,,,M,20s,Hispanic_A,los angeles ca,invitation,2/8/16,F
1970,R_cBkCH4XAhrWVUbf,Wh_Q,Run,Aron,Level,request,9,61,71,50,,,M,20s,Hispanic_A,los angeles ca,invitation,2/8/16,M
1971,R_cBkCH4XAhrWVUbf,Wh_Q,Pen,Aron,Fall,info_s,20,52,71,50,,,M,20s,Hispanic_A,los angeles ca,request,2/8/16,M
1972,R_cBkCH4XAhrWVUbf,Wh_Q,Pass,Andrea,Level,info_s,21,61,50,41,,,M,20s,Hispanic_A,los angeles ca,request,2/8/16,F
1973,R_cBkCH4XAhrWVUbf,Wh_Q,Volume,Ed,Level,request,22,72,51,51,,,M,20s,Hispanic_A,los angeles ca,request,2/8/16,M
1974,R_cBkCH4XAhrWVUbf,Wh_Q,Room,Kate,Fall,info_s,21,73,59,50,,,M,20s,Hispanic_A,los angeles ca,request,2/8/16,F
1975,R_cBkCH4XAhrWVUbf,Wh_Q,Bag,Ed,Rise,info_s,21,71,70,51,,,M,20s,Hispanic_A,los angeles ca,ambiguous,2/8/16,M
1976,R_cBkCH4XAhrWVUbf,Wh_Q,Stuff,Aron,Level,info_s,9,50,70,50,,,M,20s,Hispanic_A,los angeles ca,ambiguous,2/8/16,M
1977,R_cBkCH4XAhrWVUbf,Wh_Q,Cup,Andrea,Fall,info_s,20,71,60,31,,,M,20s,Hispanic_A,los angeles ca,ambiguous,2/8/16,F
1978,R_cBkCH4XAhrWVUbf,Wh_Q,Worry,Kate,Level,info_s,9,30,73,51,,,M,20s,Hispanic_A,los angeles ca,ambiguous,2/8/16,F
1979,R_pfmpds5oNiQi2Q1,Wh_Q,Armadillos,Aron,Fall,info_s,46,39,61,35,,,F,20s,Caucasian_A,mentone,info_s,2/8/16,M
1980,R_pfmpds5oNiQi2Q1,Wh_Q,Manatees,Ed,Level,info_s,43,30,58,43,,,F,20s,Caucasian_A,mentone,info_s,2/8/16,M
1981,R_pfmpds5oNiQi2Q1,Wh_Q,Ants,Kate,Level,info_s,49,31,65,56,,,F,20s,Caucasian_A,mentone,info_s,2/8/16,F
1982,R_pfmpds5oNiQi2Q1,Wh_Q,Maria,Andrea,Level,info_s,28,52,34,48,,,F,20s,Caucasian_A,mentone,info_s,2/8/16,F
1983,R_pfmpds5oNiQi2Q1,Wh_Q,Movies,Ed,Rise,info_s,65,33,60,52,,,F,20s,Caucasian_A,mentone,invitation,2/8/16,M
1984,R_pfmpds5oNiQi2Q1,Wh_Q,Bite,Kate,Level,invitation,54,33,58,58,,,F,20s,Caucasian_A,mentone,invitation,2/8/16,F
1985,R_pfmpds5oNiQi2Q1,Wh_Q,Game,Andrea,Rise,info_s,49,23,43,68,,,F,20s,Caucasian_A,mentone,invitation,2/8/16,F
1986,R_pfmpds5oNiQi2Q1,Wh_Q,Run,Aron,Rise,invitation,42,50,29,61,,,F,20s,Caucasian_A,mentone,invitation,2/8/16,M
1987,R_pfmpds5oNiQi2Q1,Wh_Q,Pen,Aron,Rise,request,48,35,33,63,,,F,20s,Caucasian_A,mentone,request,2/8/16,M
1988,R_pfmpds5oNiQi2Q1,Wh_Q,Pass,Andrea,Level,info_s,39,61,36,63,,,F,20s,Caucasian_A,mentone,request,2/8/16,F
1989,R_pfmpds5oNiQi2Q1,Wh_Q,Volume,Ed,Fall,request,89,86,49,13,,,F,20s,Caucasian_A,mentone,request,2/8/16,M
1990,R_pfmpds5oNiQi2Q1,Wh_Q,Room,Kate,Rise,info_s,46,31,40,58,,,F,20s,Caucasian_A,mentone,request,2/8/16,F
1991,R_pfmpds5oNiQi2Q1,Wh_Q,Bag,Ed,Rise,info_s,44,38,65,50,,,F,20s,Caucasian_A,mentone,ambiguous,2/8/16,M
1992,R_pfmpds5oNiQi2Q1,Wh_Q,Stuff,Aron,Rise,info_s,28,44,72,54,,,F,20s,Caucasian_A,mentone,ambiguous,2/8/16,M
1993,R_pfmpds5oNiQi2Q1,Wh_Q,Cup,Andrea,Level,info_s,42,33,49,69,,,F,20s,Caucasian_A,mentone,ambiguous,2/8/16,F
1994,R_pfmpds5oNiQi2Q1,Wh_Q,Worry,Kate,Level,info_s,48,31,65,47,,,F,20s,Caucasian_A,mentone,ambiguous,2/8/16,F
1995,R_1rDhnPNl7B6b9cr,Wh_Q,Armadillos,Aron,Fall,info_s,20,20,72,40,,,M,20s,Caucasian_A,Marquette,info_s,2/8/16,M
1996,R_1rDhnPNl7B6b9cr,Wh_Q,Manatees,Ed,Level,info_s,26,53,42,74,,,M,20s,Caucasian_A,Marquette,info_s,2/8/16,M
1997,R_1rDhnPNl7B6b9cr,Wh_Q,Ants,Kate,Level,info_s,18,14,47,37,,,M,20s,Caucasian_A,Marquette,info_s,2/8/16,F
1998,R_1rDhnPNl7B6b9cr,Wh_Q,Maria,Andrea,Level,info_s,70,35,29,57,,,M,20s,Caucasian_A,Marquette,info_s,2/8/16,F
1999,R_1rDhnPNl7B6b9cr,Wh_Q,Movies,Ed,Fall,info_s,25,63,58,84,,,M,20s,Caucasian_A,Marquette,invitation,2/8/16,M
2000,R_1rDhnPNl7B6b9cr,Wh_Q,Bite,Kate,Fall,invitation,23,13,76,84,,,M,20s,Caucasian_A,Marquette,invitation,2/8/16,F
2001,R_1rDhnPNl7B6b9cr,Wh_Q,Game,Andrea,Fall,info_s,39,61,60,69,,,M,20s,Caucasian_A,Marquette,invitation,2/8/16,F
2002,R_1rDhnPNl7B6b9cr,Wh_Q,Run,Aron,Rise,request,68,44,33,50,,,M,20s,Caucasian_A,Marquette,invitation,2/8/16,M
2003,R_1rDhnPNl7B6b9cr,Wh_Q,Pen,Aron,Fall,info_s,32,24,46,36,,,M,20s,Caucasian_A,Marquette,request,2/8/16,M
2004,R_1rDhnPNl7B6b9cr,Wh_Q,Pass,Andrea,Level,info_s,57,38,51,69,,,M,20s,Caucasian_A,Marquette,request,2/8/16,F
2005,R_1rDhnPNl7B6b9cr,Wh_Q,Volume,Ed,Level,request,64,41,51,27,,,M,20s,Caucasian_A,Marquette,request,2/8/16,M
2006,R_1rDhnPNl7B6b9cr,Wh_Q,Room,Kate,Rise,info_s,66,47,60,62,,,M,20s,Caucasian_A,Marquette,request,2/8/16,F
2007,R_1rDhnPNl7B6b9cr,Wh_Q,Bag,Ed,Rise,info_s,31,20,59,57,,,M,20s,Caucasian_A,Marquette,ambiguous,2/8/16,M
2008,R_1rDhnPNl7B6b9cr,Wh_Q,Stuff,Aron,Rise,info_s,23,70,84,66,,,M,20s,Caucasian_A,Marquette,ambiguous,2/8/16,M
2009,R_1rDhnPNl7B6b9cr,Wh_Q,Cup,Andrea,Rise,info_s,60,33,49,45,,,M,20s,Caucasian_A,Marquette,ambiguous,2/8/16,F
2010,R_1rDhnPNl7B6b9cr,Wh_Q,Worry,Kate,Fall,request,29,42,68,35,,,M,20s,Caucasian_A,Marquette,ambiguous,2/8/16,F
2011,R_3QLZUGHFjDwQZ1f,Wh_Q,Armadillos,Aron,Level,info_s,10,58,72,64,,,F,30s,Caucasian_A,"Longwood, FL",info_s,2/8/16,M
2012,R_3QLZUGHFjDwQZ1f,Wh_Q,Manatees,Ed,Rise,info_s,10,63,62,62,,,F,30s,Caucasian_A,"Longwood, FL",info_s,2/8/16,M
2013,R_3QLZUGHFjDwQZ1f,Wh_Q,Ants,Kate,Fall,request,80,37,32,30,,couldn't understand it,F,30s,Caucasian_A,"Longwood, FL",info_s,2/8/16,F
2014,R_3QLZUGHFjDwQZ1f,Wh_Q,Maria,Andrea,Level,info_s,72,81,37,13,,,F,30s,Caucasian_A,"Longwood, FL",info_s,2/8/16,F
2015,R_3QLZUGHFjDwQZ1f,Wh_Q,Movies,Ed,Rise,info_s,19,42,72,61,,,F,30s,Caucasian_A,"Longwood, FL",invitation,2/8/16,M
2016,R_3QLZUGHFjDwQZ1f,Wh_Q,Bite,Kate,Fall,invitation,4,28,88,87,,,F,30s,Caucasian_A,"Longwood, FL",invitation,2/8/16,F
2017,R_3QLZUGHFjDwQZ1f,Wh_Q,Game,Andrea,Level,info_s,50,57,51,35,,,F,30s,Caucasian_A,"Longwood, FL",invitation,2/8/16,F
2018,R_3QLZUGHFjDwQZ1f,Wh_Q,Run,Aron,Fall,invitation,19,62,75,59,,,F,30s,Caucasian_A,"Longwood, FL",invitation,2/8/16,M
2019,R_3QLZUGHFjDwQZ1f,Wh_Q,Pen,Aron,Rise,info_s,32,59,91,62,,,F,30s,Caucasian_A,"Longwood, FL",request,2/8/16,M
2020,R_3QLZUGHFjDwQZ1f,Wh_Q,Pass,Andrea,Level,info_s,82,28,13,7,,,F,30s,Caucasian_A,"Longwood, FL",request,2/8/16,F
2021,R_3QLZUGHFjDwQZ1f,Wh_Q,Volume,Ed,Fall,request,81,60,19,20,,,F,30s,Caucasian_A,"Longwood, FL",request,2/8/16,M
2022,R_3QLZUGHFjDwQZ1f,Wh_Q,Room,Kate,Level,info_s,71,89,35,42,,,F,30s,Caucasian_A,"Longwood, FL",request,2/8/16,F
2023,R_3QLZUGHFjDwQZ1f,Wh_Q,Bag,Ed,Rise,info_s,72,74,31,20,,,F,30s,Caucasian_A,"Longwood, FL",ambiguous,2/8/16,M
2024,R_3QLZUGHFjDwQZ1f,Wh_Q,Stuff,Aron,Rise,info_s,56,53,41,29,,,F,30s,Caucasian_A,"Longwood, FL",ambiguous,2/8/16,M
2025,R_3QLZUGHFjDwQZ1f,Wh_Q,Cup,Andrea,Rise,info_s,71,52,32,30,,,F,30s,Caucasian_A,"Longwood, FL",ambiguous,2/8/16,F
2026,R_3QLZUGHFjDwQZ1f,Wh_Q,Worry,Kate,Rise,info_s,50,63,44,36,,,F,30s,Caucasian_A,"Longwood, FL",ambiguous,2/8/16,F
2027,R_ZFh8cNoIoBdHqW5,Wh_Q,Armadillos,Aron,Level,info_s,30,20,20,50,,The speaker seemed kind of bored and dull.,F,20s,Caucasian_A,pleasanton,info_s,2/8/16,M
2028,R_ZFh8cNoIoBdHqW5,Wh_Q,Manatees,Ed,Rise,info_s,0,10,51,65,,,F,20s,Caucasian_A,pleasanton,info_s,2/8/16,M
2029,R_ZFh8cNoIoBdHqW5,Wh_Q,Ants,Kate,Level,info_s,10,0,36,50,,,F,20s,Caucasian_A,pleasanton,info_s,2/8/16,F
2030,R_ZFh8cNoIoBdHqW5,Wh_Q,Maria,Andrea,Level,info_s,11,3,23,31,,,F,20s,Caucasian_A,pleasanton,info_s,2/8/16,F
2031,R_ZFh8cNoIoBdHqW5,Wh_Q,Movies,Ed,Level,info_s,60,0,30,48,,Speaker sounds angry.,F,20s,Caucasian_A,pleasanton,invitation,2/8/16,M
2032,R_ZFh8cNoIoBdHqW5,Wh_Q,Bite,Kate,Level,invitation,50,5,35,40,,They seemed irritated.,F,20s,Caucasian_A,pleasanton,invitation,2/8/16,F
2033,R_ZFh8cNoIoBdHqW5,Wh_Q,Game,Andrea,Fall,invitation,0,10,40,52,,,F,20s,Caucasian_A,pleasanton,invitation,2/8/16,F
2034,R_ZFh8cNoIoBdHqW5,Wh_Q,Run,Aron,Fall,invitation,0,15,60,84,,,F,20s,Caucasian_A,pleasanton,invitation,2/8/16,M
2035,R_ZFh8cNoIoBdHqW5,Wh_Q,Pen,Aron,Rise,request,0,5,40,50,,,F,20s,Caucasian_A,pleasanton,request,2/8/16,M
2036,R_ZFh8cNoIoBdHqW5,Wh_Q,Pass,Andrea,Rise,info_s,23,0,21,51,,,F,20s,Caucasian_A,pleasanton,request,2/8/16,F
2037,R_ZFh8cNoIoBdHqW5,Wh_Q,Volume,Ed,Rise,request,80,20,0,10,,They sounded angry and irritated.,F,20s,Caucasian_A,pleasanton,request,2/8/16,M
2038,R_ZFh8cNoIoBdHqW5,Wh_Q,Room,Kate,Rise,info_s,5,19,45,51,,,F,20s,Caucasian_A,pleasanton,request,2/8/16,F
2039,R_ZFh8cNoIoBdHqW5,Wh_Q,Bag,Ed,Rise,info_s,0,26,42,50,,,F,20s,Caucasian_A,pleasanton,ambiguous,2/8/16,M
2040,R_ZFh8cNoIoBdHqW5,Wh_Q,Stuff,Aron,Level,accusation,32,0,10,34,,,F,20s,Caucasian_A,pleasanton,ambiguous,2/8/16,M
2041,R_ZFh8cNoIoBdHqW5,Wh_Q,Cup,Andrea,Rise,accusation,29,21,42,39,,,F,20s,Caucasian_A,pleasanton,ambiguous,2/8/16,F
2042,R_ZFh8cNoIoBdHqW5,Wh_Q,Worry,Kate,Fall,info_s,0,5,72,81,,,F,20s,Caucasian_A,pleasanton,ambiguous,2/8/16,F
2043,R_8laD1mhAZsJ8Mhz,Wh_Q,Armadillos,Aron,Level,info_s,0,0,80,50,,,F,20s,Caucasian_A,"Las Vegas, NV",info_s,2/8/16,M
2044,R_8laD1mhAZsJ8Mhz,Wh_Q,Manatees,Ed,Fall,info_s,0,0,70,50,,,F,20s,Caucasian_A,"Las Vegas, NV",info_s,2/8/16,M
2045,R_8laD1mhAZsJ8Mhz,Wh_Q,Ants,Kate,Level,info_s,10,0,60,50,,,F,20s,Caucasian_A,"Las Vegas, NV",info_s,2/8/16,F
2046,R_8laD1mhAZsJ8Mhz,Wh_Q,Maria,Andrea,Fall,info_s,100,100,10,10,,,F,20s,Caucasian_A,"Las Vegas, NV",info_s,2/8/16,F
2047,R_8laD1mhAZsJ8Mhz,Wh_Q,Movies,Ed,Level,info_s,100,0,10,10,,,F,20s,Caucasian_A,"Las Vegas, NV",invitation,2/8/16,M
2048,R_8laD1mhAZsJ8Mhz,Wh_Q,Bite,Kate,Rise,invitation,0,50,100,100,,,F,20s,Caucasian_A,"Las Vegas, NV",invitation,2/8/16,F
