,subject,sentence_type,question,speaker,intonation,illocution,annoyance,authority,polite,stance,illoc_2,perloc_2,gender,age,race,region,bias,exp_date,speaker_gen
2480,R_6R81NMis5Azr3Wx,Wh_Q,Game,Andrea,Level,info_s,1,50,99,100,,,F,50s_60s,Caucasian_A,"Oroville, California",invitation,2/8/16,F
2481,R_6R81NMis5Azr3Wx,Wh_Q,Run,Aron,Fall,invitation,0,60,100,91,,,F,50s_60s,Caucasian_A,"Oroville, California",invitation,2/8/16,M
2482,R_6R81NMis5Azr3Wx,Wh_Q,Pen,Aron,Fall,info_s,30,50,70,70,,,F,50s_60s,Caucasian_A,"Oroville, California",request,2/8/16,M
2483,R_6R81NMis5Azr3Wx,Wh_Q,Pass,Andrea,Level,info_s,1,80,80,50,,,F,50s_60s,Caucasian_A,"Oroville, California",request,2/8/16,F
2484,R_6R81NMis5Azr3Wx,Wh_Q,Volume,Ed,Level,request,30,80,80,50,,,F,50s_60s,Caucasian_A,"Oroville, California",request,2/8/16,M
2485,R_6R81NMis5Azr3Wx,Wh_Q,Room,Kate,Level,info_s,30,60,75,50,,,F,50s_60s,Caucasian_A,"Oroville, California",request,2/8/16,F
2486,R_6R81NMis5Azr3Wx,Wh_Q,Bag,Ed,Level,info_s,81,70,40,30,He sounds frustrated,,F,50s_60s,Caucasian_A,"Oroville, California",ambiguous,2/8/16,M
2487,R_6R81NMis5Azr3Wx,Wh_Q,Stuff,Aron,Level,info_s,70,70,64,46,,,F,50s_60s,Caucasian_A,"Oroville, California",ambiguous,2/8/16,M
2488,R_6R81NMis5Azr3Wx,Wh_Q,Cup,Andrea,Level,accusation,41,20,60,30,,,F,50s_60s,Caucasian_A,"Oroville, California",ambiguous,2/8/16,F
2489,R_6R81NMis5Azr3Wx,Wh_Q,Worry,Kate,Fall,info_s,11,60,76,86,,,F,50s_60s,Caucasian_A,"Oroville, California",ambiguous,2/8/16,F
2490,R_C7vYF8HsDR7LhsJ,Wh_Q,Armadillos,Aron,Rise,info_s,0,30,70,50,,,M,20s,Caucasian_A,Hesperia,info_s,2/8/16,M
2491,R_C7vYF8HsDR7LhsJ,Wh_Q,Manatees,Ed,Level,info_s,0,20,49,50,,,M,20s,Caucasian_A,Hesperia,info_s,2/8/16,M
2492,R_C7vYF8HsDR7LhsJ,Wh_Q,Ants,Kate,Level,info_s,0,50,50,50,,,M,20s,Caucasian_A,Hesperia,info_s,2/8/16,F
2493,R_C7vYF8HsDR7LhsJ,Wh_Q,Maria,Andrea,Rise,info_s,70,50,20,40,,,M,20s,Caucasian_A,Hesperia,info_s,2/8/16,F
2494,R_C7vYF8HsDR7LhsJ,Wh_Q,Movies,Ed,Rise,info_s,0,40,100,80,,,M,20s,Caucasian_A,Hesperia,invitation,2/8/16,M
2495,R_C7vYF8HsDR7LhsJ,Wh_Q,Bite,Kate,Fall,invitation,0,0,100,80,,,M,20s,Caucasian_A,Hesperia,invitation,2/8/16,F
2496,R_C7vYF8HsDR7LhsJ,Wh_Q,Game,Andrea,Level,invitation,30,20,20,30,,,M,20s,Caucasian_A,Hesperia,invitation,2/8/16,F
2497,R_C7vYF8HsDR7LhsJ,Wh_Q,Run,Aron,Level,invitation,0,50,50,100,,,M,20s,Caucasian_A,Hesperia,invitation,2/8/16,M
2498,R_C7vYF8HsDR7LhsJ,Wh_Q,Pen,Aron,Rise,info_s,20,20,80,50,,,M,20s,Caucasian_A,Hesperia,request,2/8/16,M
2499,R_C7vYF8HsDR7LhsJ,Wh_Q,Pass,Andrea,Rise,info_s,80,50,30,20,,,M,20s,Caucasian_A,Hesperia,request,2/8/16,F
2500,R_C7vYF8HsDR7LhsJ,Wh_Q,Volume,Ed,Rise,request,100,70,50,40,,,M,20s,Caucasian_A,Hesperia,request,2/8/16,M
2501,R_C7vYF8HsDR7LhsJ,Wh_Q,Room,Kate,Level,info_s,50,70,50,50,,,M,20s,Caucasian_A,Hesperia,request,2/8/16,F
2502,R_C7vYF8HsDR7LhsJ,Wh_Q,Bag,Ed,Fall,info_s,90,70,30,50,,,M,20s,Caucasian_A,Hesperia,ambiguous,2/8/16,M
2503,R_C7vYF8HsDR7LhsJ,Wh_Q,Stuff,Aron,Level,info_s,60,30,15,10,,,M,20s,Caucasian_A,Hesperia,ambiguous,2/8/16,M
2504,R_C7vYF8HsDR7LhsJ,Wh_Q,Cup,Andrea,Fall,accusation,70,60,30,20,,,M,20s,Caucasian_A,Hesperia,ambiguous,2/8/16,F
2505,R_C7vYF8HsDR7LhsJ,Wh_Q,Worry,Kate,Fall,info_s,30,80,50,50,,,M,20s,Caucasian_A,Hesperia,ambiguous,2/8/16,F
2506,R_2fqwnCsTP6bYZnX,Wh_Q,Armadillos,Aron,Fall,info_s,8,40,80,60,,,M,20s,Caucasian_A,"Moneroe, Louisiana",info_s,2/8/16,M
2507,R_2fqwnCsTP6bYZnX,Wh_Q,Manatees,Ed,Fall,info_s,8,40,81,49,,,M,20s,Caucasian_A,"Moneroe, Louisiana",info_s,2/8/16,M
2508,R_2fqwnCsTP6bYZnX,Wh_Q,Ants,Kate,Rise,info_s,3,22,90,70,,,M,20s,Caucasian_A,"Moneroe, Louisiana",info_s,2/8/16,F
2509,R_2fqwnCsTP6bYZnX,Wh_Q,Maria,Andrea,Fall,info_s,90,81,30,18,,,M,20s,Caucasian_A,"Moneroe, Louisiana",info_s,2/8/16,F
2510,R_2fqwnCsTP6bYZnX,Wh_Q,Movies,Ed,Fall,info_s,6,28,70,81,,,M,20s,Caucasian_A,"Moneroe, Louisiana",invitation,2/8/16,M
2511,R_2fqwnCsTP6bYZnX,Wh_Q,Bite,Kate,Level,invitation,1,50,70,91,,,M,20s,Caucasian_A,"Moneroe, Louisiana",invitation,2/8/16,F
2512,R_2fqwnCsTP6bYZnX,Wh_Q,Game,Andrea,Fall,info_s,70,50,30,40,,,M,20s,Caucasian_A,"Moneroe, Louisiana",invitation,2/8/16,F
2513,R_2fqwnCsTP6bYZnX,Wh_Q,Run,Aron,Fall,request,4,49,80,71,,,M,20s,Caucasian_A,"Moneroe, Louisiana",invitation,2/8/16,M
2514,R_2fqwnCsTP6bYZnX,Wh_Q,Pen,Aron,Rise,info_s,3,30,100,50,,,M,20s,Caucasian_A,"Moneroe, Louisiana",request,2/8/16,M
2515,R_2fqwnCsTP6bYZnX,Wh_Q,Pass,Andrea,Level,info_s,91,49,20,20,,,M,20s,Caucasian_A,"Moneroe, Louisiana",request,2/8/16,F
2516,R_2fqwnCsTP6bYZnX,Wh_Q,Volume,Ed,Rise,request,79,70,11,22,,,M,20s,Caucasian_A,"Moneroe, Louisiana",request,2/8/16,M
2517,R_2fqwnCsTP6bYZnX,Wh_Q,Room,Kate,Level,info_s,91,60,11,20,,,M,20s,Caucasian_A,"Moneroe, Louisiana",request,2/8/16,F
2518,R_2fqwnCsTP6bYZnX,Wh_Q,Bag,Ed,Fall,info_s,81,91,39,50,,,M,20s,Caucasian_A,"Moneroe, Louisiana",ambiguous,2/8/16,M
2519,R_2fqwnCsTP6bYZnX,Wh_Q,Stuff,Aron,Fall,info_s,70,22,30,19,,,M,20s,Caucasian_A,"Moneroe, Louisiana",ambiguous,2/8/16,M
2520,R_2fqwnCsTP6bYZnX,Wh_Q,Cup,Andrea,Level,accusation,100,71,11,8,,,M,20s,Caucasian_A,"Moneroe, Louisiana",ambiguous,2/8/16,F
2521,R_2fqwnCsTP6bYZnX,Wh_Q,Worry,Kate,Level,info_s,80,60,15,51,,,M,20s,Caucasian_A,"Moneroe, Louisiana",ambiguous,2/8/16,F
2522,R_11irE7GTg27ceqZ,Wh_Q,Armadillos,Aron,Level,info_s,0,0,100,100,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",info_s,2/8/16,M
2523,R_11irE7GTg27ceqZ,Wh_Q,Manatees,Ed,Level,info_s,0,0,87,77,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",info_s,2/8/16,M
2524,R_11irE7GTg27ceqZ,Wh_Q,Ants,Kate,Level,info_s,0,0,100,100,no,seems really friendly and quiet,M,20s,Caucasian_A,"Ocala, FL, USA",info_s,2/8/16,F
2525,R_11irE7GTg27ceqZ,Wh_Q,Maria,Andrea,Fall,info_s,74,48,19,28,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",info_s,2/8/16,F
2526,R_11irE7GTg27ceqZ,Wh_Q,Movies,Ed,Rise,info_s,0,0,91,90,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",invitation,2/8/16,M
2527,R_11irE7GTg27ceqZ,Wh_Q,Bite,Kate,Fall,invitation,0,0,100,100,no,seems like she likes the listener a lot,M,20s,Caucasian_A,"Ocala, FL, USA",invitation,2/8/16,F
2528,R_11irE7GTg27ceqZ,Wh_Q,Game,Andrea,Rise,info_s,0,0,90,92,no,seems friendly,M,20s,Caucasian_A,"Ocala, FL, USA",invitation,2/8/16,F
2529,R_11irE7GTg27ceqZ,Wh_Q,Run,Aron,Level,invitation,0,0,100,100,no,seems like he likes the person he is talking to,M,20s,Caucasian_A,"Ocala, FL, USA",invitation,2/8/16,M
2530,R_11irE7GTg27ceqZ,Wh_Q,Pen,Aron,Fall,request,0,21,81,61,no,seems a bit annoyed,M,20s,Caucasian_A,"Ocala, FL, USA",request,2/8/16,M
2531,R_11irE7GTg27ceqZ,Wh_Q,Pass,Andrea,Rise,info_s,14,0,84,72,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",request,2/8/16,F
2532,R_11irE7GTg27ceqZ,Wh_Q,Volume,Ed,Fall,request,85,31,51,33,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",request,2/8/16,M
2533,R_11irE7GTg27ceqZ,Wh_Q,Room,Kate,Level,info_s,70,8,52,33,no,she seems snarky and a bit annoying,M,20s,Caucasian_A,"Ocala, FL, USA",request,2/8/16,F
2534,R_11irE7GTg27ceqZ,Wh_Q,Bag,Ed,Level,info_s,80,21,30,37,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",ambiguous,2/8/16,M
2535,R_11irE7GTg27ceqZ,Wh_Q,Stuff,Aron,Level,info_s,30,18,52,50,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",ambiguous,2/8/16,M
2536,R_11irE7GTg27ceqZ,Wh_Q,Cup,Andrea,Level,info_s,71,44,30,30,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",ambiguous,2/8/16,F
2537,R_11irE7GTg27ceqZ,Wh_Q,Worry,Kate,Fall,info_s,20,0,79,75,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",ambiguous,2/8/16,F
2538,R_24rbyzDYkhltuE4,Wh_Q,Armadillos,Aron,Fall,info_s,10,30,76,61,,,M,40s,Caucasian_A,"Dallas, Texas",info_s,2/8/16,M
2539,R_24rbyzDYkhltuE4,Wh_Q,Manatees,Ed,Rise,info_s,14,20,80,55,,,M,40s,Caucasian_A,"Dallas, Texas",info_s,2/8/16,M
2540,R_24rbyzDYkhltuE4,Wh_Q,Ants,Kate,Fall,info_s,30,19,71,61,,,M,40s,Caucasian_A,"Dallas, Texas",info_s,2/8/16,F
2541,R_24rbyzDYkhltuE4,Wh_Q,Maria,Andrea,Rise,info_s,60,74,66,43,,,M,40s,Caucasian_A,"Dallas, Texas",info_s,2/8/16,F
2542,R_24rbyzDYkhltuE4,Wh_Q,Movies,Ed,Level,info_s,30,33,61,55,,,M,40s,Caucasian_A,"Dallas, Texas",invitation,2/8/16,M
2543,R_24rbyzDYkhltuE4,Wh_Q,Bite,Kate,Rise,invitation,0,20,80,81,,,M,40s,Caucasian_A,"Dallas, Texas",invitation,2/8/16,F
2544,R_24rbyzDYkhltuE4,Wh_Q,Game,Andrea,Level,info_s,30,40,66,65,,,M,40s,Caucasian_A,"Dallas, Texas",invitation,2/8/16,F
2545,R_24rbyzDYkhltuE4,Wh_Q,Run,Aron,Rise,invitation,0,20,81,80,,,M,40s,Caucasian_A,"Dallas, Texas",invitation,2/8/16,M
2546,R_24rbyzDYkhltuE4,Wh_Q,Pen,Aron,Fall,info_s,30,60,70,52,,,M,40s,Caucasian_A,"Dallas, Texas",request,2/8/16,M
2547,R_24rbyzDYkhltuE4,Wh_Q,Pass,Andrea,Level,info_s,71,75,45,40,,,M,40s,Caucasian_A,"Dallas, Texas",request,2/8/16,F
2548,R_24rbyzDYkhltuE4,Wh_Q,Volume,Ed,Rise,request,30,51,71,51,,,M,40s,Caucasian_A,"Dallas, Texas",request,2/8/16,M
2549,R_24rbyzDYkhltuE4,Wh_Q,Room,Kate,Rise,info_s,40,54,70,40,,,M,40s,Caucasian_A,"Dallas, Texas",request,2/8/16,F
2550,R_24rbyzDYkhltuE4,Wh_Q,Bag,Ed,Level,info_s,65,60,46,40,,,M,40s,Caucasian_A,"Dallas, Texas",ambiguous,2/8/16,M
2551,R_24rbyzDYkhltuE4,Wh_Q,Stuff,Aron,Fall,info_s,72,71,40,40,,,M,40s,Caucasian_A,"Dallas, Texas",ambiguous,2/8/16,M
2552,R_24rbyzDYkhltuE4,Wh_Q,Cup,Andrea,Fall,info_s,80,76,40,30,,,M,40s,Caucasian_A,"Dallas, Texas",ambiguous,2/8/16,F
2553,R_24rbyzDYkhltuE4,Wh_Q,Worry,Kate,Level,info_s,49,30,71,60,,,M,40s,Caucasian_A,"Dallas, Texas",ambiguous,2/8/16,F
2554,R_1F4VOtImkqueoSQ,Wh_Q,Armadillos,Aron,Fall,info_s,0,60,84,56,,,M,30s,Caucasian_A,Little Rock,info_s,2/8/16,M
2555,R_1F4VOtImkqueoSQ,Wh_Q,Manatees,Ed,Level,info_s,34,11,55,50,,,M,30s,Caucasian_A,Little Rock,info_s,2/8/16,M
2556,R_1F4VOtImkqueoSQ,Wh_Q,Ants,Kate,Fall,request,0,30,85,63,,,M,30s,Caucasian_A,Little Rock,info_s,2/8/16,F
2557,R_1F4VOtImkqueoSQ,Wh_Q,Maria,Andrea,Fall,info_s,60,80,23,40,,,M,30s,Caucasian_A,Little Rock,info_s,2/8/16,F
2558,R_1F4VOtImkqueoSQ,Wh_Q,Movies,Ed,Fall,info_s,10,20,50,65,,,M,30s,Caucasian_A,Little Rock,invitation,2/8/16,M
2559,R_1F4VOtImkqueoSQ,Wh_Q,Bite,Kate,Rise,invitation,0,50,85,91,,,M,30s,Caucasian_A,Little Rock,invitation,2/8/16,F
2560,R_1F4VOtImkqueoSQ,Wh_Q,Game,Andrea,Level,info_s,60,24,28,46,,,M,30s,Caucasian_A,Little Rock,invitation,2/8/16,F
2561,R_1F4VOtImkqueoSQ,Wh_Q,Run,Aron,Fall,invitation,1,59,76,60,,,M,30s,Caucasian_A,Little Rock,invitation,2/8/16,M
2562,R_1F4VOtImkqueoSQ,Wh_Q,Pen,Aron,Fall,info_s,0,60,98,60,,,M,30s,Caucasian_A,Little Rock,request,2/8/16,M
2563,R_1F4VOtImkqueoSQ,Wh_Q,Pass,Andrea,Rise,info_s,40,16,50,50,,,M,30s,Caucasian_A,Little Rock,request,2/8/16,F
2564,R_1F4VOtImkqueoSQ,Wh_Q,Volume,Ed,Rise,request,41,76,20,24,,,M,30s,Caucasian_A,Little Rock,request,2/8/16,M
2565,R_1F4VOtImkqueoSQ,Wh_Q,Room,Kate,Rise,info_s,20,70,69,46,,,M,30s,Caucasian_A,Little Rock,request,2/8/16,F
2566,R_1F4VOtImkqueoSQ,Wh_Q,Bag,Ed,Fall,info_s,87,76,11,30,,,M,30s,Caucasian_A,Little Rock,ambiguous,2/8/16,M
2567,R_1F4VOtImkqueoSQ,Wh_Q,Stuff,Aron,Rise,info_s,67,51,34,39,,,M,30s,Caucasian_A,Little Rock,ambiguous,2/8/16,M
2568,R_1F4VOtImkqueoSQ,Wh_Q,Cup,Andrea,Rise,info_s,65,33,66,34,,,M,30s,Caucasian_A,Little Rock,ambiguous,2/8/16,F
2569,R_1F4VOtImkqueoSQ,Wh_Q,Worry,Kate,Fall,info_s,0,50,85,76,,,M,30s,Caucasian_A,Little Rock,ambiguous,2/8/16,F
2570,R_2RQZZxMpDDTCMoz,Wh_Q,Armadillos,Aron,Fall,info_s,5,50,80,65,,The speaker sounds interested and inquisitive,M,20s,Caucasian_A,"Eugene, OR",info_s,2/8/16,M
2571,R_2RQZZxMpDDTCMoz,Wh_Q,Manatees,Ed,Rise,info_s,10,35,75,66,,The speaker seems nice and genuine,M,20s,Caucasian_A,"Eugene, OR",info_s,2/8/16,M
2572,R_2RQZZxMpDDTCMoz,Wh_Q,Ants,Kate,Level,info_s,20,40,72,57,,I did not get any strong impressions about the speaker,M,20s,Caucasian_A,"Eugene, OR",info_s,2/8/16,F
2573,R_2RQZZxMpDDTCMoz,Wh_Q,Maria,Andrea,Rise,info_s,35,45,60,50,The name the speaker says is somewhat hard to comprehend (Maria? Rhea? etc),The speaker sounds inquisitive and genuine,M,20s,Caucasian_A,"Eugene, OR",info_s,2/8/16,F
2574,R_2RQZZxMpDDTCMoz,Wh_Q,Movies,Ed,Fall,info_s,30,67,55,57,,The speaker sounds friendly but unexcited,M,20s,Caucasian_A,"Eugene, OR",invitation,2/8/16,M
2575,R_2RQZZxMpDDTCMoz,Wh_Q,Bite,Kate,Fall,invitation,18,50,69,64,,"The speaker sounds normal, I didn't get any strong impressions",M,20s,Caucasian_A,"Eugene, OR",invitation,2/8/16,F
2576,R_2RQZZxMpDDTCMoz,Wh_Q,Game,Andrea,Level,invitation,25,30,65,56,,The speaker seems unenthusiastic,M,20s,Caucasian_A,"Eugene, OR",invitation,2/8/16,F
2577,R_2RQZZxMpDDTCMoz,Wh_Q,Run,Aron,Level,invitation,25,45,50,58,,The speaker seems unenthusiastic and slightly pessimistic,M,20s,Caucasian_A,"Eugene, OR",invitation,2/8/16,M
2578,R_2RQZZxMpDDTCMoz,Wh_Q,Pen,Aron,Fall,info_s,12,29,52,55,,The speaker sounds inquisitive and genuine and slightly opmtimistic,M,20s,Caucasian_A,"Eugene, OR",request,2/8/16,M
2579,R_2RQZZxMpDDTCMoz,Wh_Q,Pass,Andrea,Rise,info_s,72,67,30,31,,The speaker sounds impatient and snobbish,M,20s,Caucasian_A,"Eugene, OR",request,2/8/16,F
2580,R_2RQZZxMpDDTCMoz,Wh_Q,Volume,Ed,Fall,request,50,59,43,41,,The speaker seems patient but a bit annoyed,M,20s,Caucasian_A,"Eugene, OR",request,2/8/16,M
2581,R_2RQZZxMpDDTCMoz,Wh_Q,Room,Kate,Rise,info_s,30,45,70,50,,The speaker sounds polite but slightly impatient,M,20s,Caucasian_A,"Eugene, OR",request,2/8/16,F
2582,R_2RQZZxMpDDTCMoz,Wh_Q,Bag,Ed,Level,info_s,61,71,38,47,The speaker has a somewhat strange accent or way of speaking,The speaker seems impatient and self-interested,M,20s,Caucasian_A,"Eugene, OR",ambiguous,2/8/16,M
2583,R_2RQZZxMpDDTCMoz,Wh_Q,Stuff,Aron,Level,info_s,63,57,30,40,,The speaker seems slightly unfriendly and selfish,M,20s,Caucasian_A,"Eugene, OR",ambiguous,2/8/16,M
2584,R_2RQZZxMpDDTCMoz,Wh_Q,Cup,Andrea,Fall,info_s,71,67,35,33,,The speaker sounds short tempered and slightly selfish,M,20s,Caucasian_A,"Eugene, OR",ambiguous,2/8/16,F
2585,R_2RQZZxMpDDTCMoz,Wh_Q,Worry,Kate,Rise,info_s,17,29,70,51,"The speaker emphasized the sentence a bit oddly, as if repeating what someone else had said in order to confirm that she had heard it correctly.",The speaker seems kind and a bit naive ,M,20s,Caucasian_A,"Eugene, OR",ambiguous,2/8/16,F
2586,R_1HrGIZOKfqlw5mp,Wh_Q,Armadillos,Aron,Rise,info_s,0,20,80,75,,,F,50s_60s,Caucasian_A,"tucson,az",info_s,2/8/16,M
2587,R_1HrGIZOKfqlw5mp,Wh_Q,Manatees,Ed,Rise,info_s,0,40,90,91,,,F,50s_60s,Caucasian_A,"tucson,az",info_s,2/8/16,M
2588,R_1HrGIZOKfqlw5mp,Wh_Q,Ants,Kate,Rise,info_s,20,10,80,75,,,F,50s_60s,Caucasian_A,"tucson,az",info_s,2/8/16,F
2589,R_1HrGIZOKfqlw5mp,Wh_Q,Maria,Andrea,Rise,info_s,81,90,10,10,,,F,50s_60s,Caucasian_A,"tucson,az",info_s,2/8/16,F
2590,R_1HrGIZOKfqlw5mp,Wh_Q,Movies,Ed,Fall,info_s,35,75,20,40,,,F,50s_60s,Caucasian_A,"tucson,az",invitation,2/8/16,M
2591,R_1HrGIZOKfqlw5mp,Wh_Q,Bite,Kate,Rise,invitation,0,25,85,90,,,F,50s_60s,Caucasian_A,"tucson,az",invitation,2/8/16,F
2592,R_1HrGIZOKfqlw5mp,Wh_Q,Game,Andrea,Fall,info_s,0,25,80,85,,,F,50s_60s,Caucasian_A,"tucson,az",invitation,2/8/16,F
2593,R_1HrGIZOKfqlw5mp,Wh_Q,Run,Aron,Fall,invitation,0,70,80,85,,,F,50s_60s,Caucasian_A,"tucson,az",invitation,2/8/16,M
2594,R_1HrGIZOKfqlw5mp,Wh_Q,Pen,Aron,Rise,info_s,0,60,80,80,,,F,50s_60s,Caucasian_A,"tucson,az",request,2/8/16,M
2595,R_1HrGIZOKfqlw5mp,Wh_Q,Pass,Andrea,Rise,info_s,85,80,20,10,,,F,50s_60s,Caucasian_A,"tucson,az",request,2/8/16,F
2596,R_1HrGIZOKfqlw5mp,Wh_Q,Volume,Ed,Rise,request,75,81,25,20,,,F,50s_60s,Caucasian_A,"tucson,az",request,2/8/16,M
2597,R_1HrGIZOKfqlw5mp,Wh_Q,Room,Kate,Level,info_s,90,75,10,10,,,F,50s_60s,Caucasian_A,"tucson,az",request,2/8/16,F
2598,R_1HrGIZOKfqlw5mp,Wh_Q,Bag,Ed,Level,info_s,96,97,5,5,,,F,50s_60s,Caucasian_A,"tucson,az",ambiguous,2/8/16,M
2599,R_1HrGIZOKfqlw5mp,Wh_Q,Stuff,Aron,Level,info_s,90,85,5,5,,,F,50s_60s,Caucasian_A,"tucson,az",ambiguous,2/8/16,M
2600,R_1HrGIZOKfqlw5mp,Wh_Q,Cup,Andrea,Level,info_s,80,31,30,15,,,F,50s_60s,Caucasian_A,"tucson,az",ambiguous,2/8/16,F
2601,R_1HrGIZOKfqlw5mp,Wh_Q,Worry,Kate,Rise,info_s,60,40,80,80,,,F,50s_60s,Caucasian_A,"tucson,az",ambiguous,2/8/16,F
2602,R_6tBxhqm7muG7Qc5,Wh_Q,Armadillos,Aron,Fall,info_s,0,50,53,71,,Speaker seems confident in his question and eager to receive the knowledge. ,F,20s,Caucasian_A,"Tuscon, Arizona ",info_s,2/8/16,M
2603,R_6tBxhqm7muG7Qc5,Wh_Q,Manatees,Ed,Fall,info_s,14,26,64,61,,Speaker seems eager for knowledge. ,F,20s,Caucasian_A,"Tuscon, Arizona ",info_s,2/8/16,M
2604,R_6tBxhqm7muG7Qc5,Wh_Q,Ants,Kate,Fall,info_s,8,5,65,60,"The third word (ants?, I believe) is not said clearly or seems rushed and harder to understand. ",,F,20s,Caucasian_A,"Tuscon, Arizona ",info_s,2/8/16,F
2605,R_6tBxhqm7muG7Qc5,Wh_Q,Maria,Andrea,Rise,info_s,55,20,60,45,,The speaker seems a little worried/concerned. ,F,20s,Caucasian_A,"Tuscon, Arizona ",info_s,2/8/16,F
2606,R_6tBxhqm7muG7Qc5,Wh_Q,Movies,Ed,Rise,info_s,52,60,58,55,,,F,20s,Caucasian_A,"Tuscon, Arizona ",invitation,2/8/16,M
2607,R_6tBxhqm7muG7Qc5,Wh_Q,Bite,Kate,Rise,invitation,1,56,65,81,,"Speaker seems friendly, outgoing, happy. ",F,20s,Caucasian_A,"Tuscon, Arizona ",invitation,2/8/16,F
2608,R_6tBxhqm7muG7Qc5,Wh_Q,Game,Andrea,Fall,info_s,25,10,60,50,The speaker does not emphasize the question at hand. ,,F,20s,Caucasian_A,"Tuscon, Arizona ",invitation,2/8/16,F
2609,R_6tBxhqm7muG7Qc5,Wh_Q,Run,Aron,Level,invitation,15,14,60,59,,"The speaker seems slightly uninvolved, not excited. ",F,20s,Caucasian_A,"Tuscon, Arizona ",invitation,2/8/16,M
2610,R_6tBxhqm7muG7Qc5,Wh_Q,Pen,Aron,Level,info_s,29,3,52,50,,,F,20s,Caucasian_A,"Tuscon, Arizona ",request,2/8/16,M
2611,R_6tBxhqm7muG7Qc5,Wh_Q,Pass,Andrea,Rise,info_s,40,5,30,50,,,F,20s,Caucasian_A,"Tuscon, Arizona ",request,2/8/16,F
2612,R_6tBxhqm7muG7Qc5,Wh_Q,Volume,Ed,Fall,request,57,57,68,29,,,F,20s,Caucasian_A,"Tuscon, Arizona ",request,2/8/16,M
2613,R_6tBxhqm7muG7Qc5,Wh_Q,Room,Kate,Level,info_s,55,20,70,55,,Speaker seems to be lacking confidence in the question. ,F,20s,Caucasian_A,"Tuscon, Arizona ",request,2/8/16,F
2614,R_6tBxhqm7muG7Qc5,Wh_Q,Bag,Ed,Fall,info_s,76,76,29,24,,Speaker seems short and unfriendly ,F,20s,Caucasian_A,"Tuscon, Arizona ",ambiguous,2/8/16,M
2615,R_6tBxhqm7muG7Qc5,Wh_Q,Stuff,Aron,Fall,info_s,65,50,10,35,,The speaker seems annoyed and unhappy. ,F,20s,Caucasian_A,"Tuscon, Arizona ",ambiguous,2/8/16,M
2616,R_6tBxhqm7muG7Qc5,Wh_Q,Cup,Andrea,Level,info_s,75,21,49,35,,"Speaker seems friendly, she is annoyed but still sounds engaged and lively. ",F,20s,Caucasian_A,"Tuscon, Arizona ",ambiguous,2/8/16,F
2617,R_6tBxhqm7muG7Qc5,Wh_Q,Worry,Kate,Level,info_s,60,5,55,45,,The speaker seems to be on the shy side. Soft spoken ,F,20s,Caucasian_A,"Tuscon, Arizona ",ambiguous,2/8/16,F
2618,R_1Dv9vlcpbpvaU8T,Wh_Q,Armadillos,Aron,Rise,info_s,0,0,76,51,,,M,20s,Caucasian_A,"mayfield, ky",info_s,2/8/16,M
2619,R_1Dv9vlcpbpvaU8T,Wh_Q,Manatees,Ed,Rise,info_s,0,0,76,51,,,M,20s,Caucasian_A,"mayfield, ky",info_s,2/8/16,M
2620,R_1Dv9vlcpbpvaU8T,Wh_Q,Ants,Kate,Rise,info_s,100,0,0,9,,,M,20s,Caucasian_A,"mayfield, ky",info_s,2/8/16,F
2621,R_1Dv9vlcpbpvaU8T,Wh_Q,Maria,Andrea,Fall,accusation,100,73,0,18,,,M,20s,Caucasian_A,"mayfield, ky",info_s,2/8/16,F
2622,R_1Dv9vlcpbpvaU8T,Wh_Q,Movies,Ed,Rise,info_s,0,0,100,90,,,M,20s,Caucasian_A,"mayfield, ky",invitation,2/8/16,M
2623,R_1Dv9vlcpbpvaU8T,Wh_Q,Bite,Kate,Level,invitation,0,0,100,100,,,M,20s,Caucasian_A,"mayfield, ky",invitation,2/8/16,F
2624,R_1Dv9vlcpbpvaU8T,Wh_Q,Game,Andrea,Level,info_s,62,37,29,32,,,M,20s,Caucasian_A,"mayfield, ky",invitation,2/8/16,F
2625,R_1Dv9vlcpbpvaU8T,Wh_Q,Run,Aron,Level,invitation,0,19,87,85,,,M,20s,Caucasian_A,"mayfield, ky",invitation,2/8/16,M
2626,R_1Dv9vlcpbpvaU8T,Wh_Q,Pen,Aron,Level,request,75,85,30,50,,,M,20s,Caucasian_A,"mayfield, ky",request,2/8/16,M
2627,R_1Dv9vlcpbpvaU8T,Wh_Q,Pass,Andrea,Fall,info_s,100,61,11,16,,,M,20s,Caucasian_A,"mayfield, ky",request,2/8/16,F
2628,R_1Dv9vlcpbpvaU8T,Wh_Q,Volume,Ed,Rise,request,100,100,12,11,,,M,20s,Caucasian_A,"mayfield, ky",request,2/8/16,M
